ID	ZT0_REP1	ZT0_REP2	ZT0_REP3	ZT4_REP1	ZT4_REP2	ZT4_REP3	ZT8_REP1	ZT8_REP2	ZT8_REP3	ZT12_REP1	ZT12_REP2	ZT12_REP3	ZT16_REP1	ZT16_REP2	ZT16_REP3	ZT20_REP1	ZT20_REP2	ZT20_REP3	GroundTruth
Mirlet7e	2.13121	2.23842	2.22506	2.11798	2.2893	2.22472	2.13986	2.21119	2.18039	2.13075	2.21266	2.17335	2.09463	2.13801	2.1469	2.17373	2.04973	2.17333	0
Ncrna00085	2.43313	2.41294	2.45478	2.4981	2.49876	2.50319	2.50631	2.51579	2.41623	2.57903	2.44144	2.43448	2.48215	2.51389	2.42882	2.46825	2.44328	2.46567	0
Mir125a	1.85859	1.52239	1.32675	1.64158	1.76439	1.58147	1.74387	1.75015	1.50617	1.31862	1.77379	1.5513	1.74884	1.7308	1.76149	1.76567	1.82127	1.6032	0
Fpr2	2.57799	2.82421	2.51777	2.75057	2.4659	2.99415	2.97089	2.69589	2.95643	3.03558	2.4966	2.49313	2.9693	3.00514	2.62522	2.76876	2.48861	2.68303	0
Fpr3	2.09282	2.27856	2.10049	2.27888	2.17916	2.36154	2.25174	2.10285	2.23117	2.20721	2.19124	2.14258	2.35769	2.2403	2.13712	2.25122	2.16226	2.22331	0
Fpr-rs4	1.33076	1.07732	0.87103	1.4387	0.85219	1.25231	1.05094	0.99143	0.97255	1.05417	0.96027	0.9817	1.02973	1.03995	1.22473	1.14442	0.95603	1.2419	0
Vmn2r91	0.87504	0.98395	0.89566	0.86327	1.09789	0.90124	1.04107	1.10513	1.00706	0.84862	0.9295	0.82419	0.93404	0.80037	1.14277	0.96481	1.0746	0.98133	0
Vmn2r92	0.99891	1.17104	0.93115	1.07555	1.12627	1.01413	1.33087	1.01138	1.03317	1.21057	0.93948	1.19173	1.12683	1.03826	1.32759	1.2341	0.981	0.89655	0
Vmn2r93	1.53071	1.37777	1.65811	1.81986	1.7421	1.63519	1.57124	1.54582	1.55726	1.68566	1.56968	1.39725	1.51784	1.5023	1.3894	1.49643	1.61131	1.68764	0
Vmn2r95	1.74674	1.73306	1.88607	1.66228	1.81769	1.7915	1.78456	1.85	1.77777	1.74992	1.78042	1.89631	1.74798	1.75555	1.84549	1.67761	1.7887	1.85771	0
Vmn2r96	1.14833	1.06812	1.06287	1.02654	1.04492	0.98419	1.10675	1.07659	0.90076	1.09035	0.8532	0.89583	0.86543	1.05777	1.26389	1.07225	1.14311	0.9364	0
Vmn2r97	0.65294	0.90972	0.87506	1.1016	0.85681	0.74196	0.85655	0.87506	0.97706	0.78524	0.7699	0.89865	0.90218	0.74464	1.12241	0.881	0.89459	0.93586	0
Vmn2r98	1.08678	1.00996	1.07891	1.11557	1.08531	1.13052	0.77702	1.1287	0.92819	0.99806	0.94773	0.69788	0.86505	0.87606	1.01672	1.06813	1.23145	1.11824	0
Vmn2r99	1.25956	1.35199	1.28656	1.38426	1.53348	1.37082	1.28996	1.37204	1.31114	1.14437	1.27489	1.50402	1.23369	1.19744	1.5417	1.5715	1.24678	1.29923	0
Vmn2r100	1.50914	1.3892	1.4961	1.31608	1.23256	1.3705	1.44075	1.7881	1.38843	1.53042	1.45873	1.4522	1.22976	1.44135	1.56329	1.54936	1.35046	1.46915	0
Vmn2r101	1.21983	0.91268	1.39715	1.38755	1.46444	1.0539	1.03356	1.25243	1.03405	0.92215	1.19025	1.21844	1.42139	1.30255	1.48414	1.19266	1.19238	1.24978	0
Vmn2r102	1.02903	1.45819	1.15942	1.17271	1.14909	1.19855	0.94641	1.04096	1.25834	1.21299	1.21264	1.26838	1.27245	1.10155	1.16719	1.12132	1.29169	1.17491	0
Vmn2r103	0.74657	0.71879	0.97255	0.95118	0.69331	0.7836	0.47864	0.85172	0.63591	0.59202	0.84295	0.65911	0.5523	0.70518	0.64921	0.70679	0.48898	0.64763	0
Vmn2r107	0.99392	1.13487	1.29152	1.32724	1.15398	1.09152	0.99782	1.3053	1.08213	0.98976	1.31668	1.08484	1.10832	1.04459	1.35612	0.9461	1.08185	1.0468	0
Vmn1r224	1.26975	1.36308	1.44424	1.38092	1.35618	1.37697	1.52988	1.35532	1.41601	1.25477	1.4456	1.41837	1.37395	1.23429	1.35183	1.352	1.38441	1.31902	0
Vmn1r225	1.6713	1.66817	1.49863	1.30867	1.40519	1.64645	1.67099	1.69151	1.51079	1.89778	1.49095	1.77916	1.50833	1.49056	1.65952	1.68786	1.7725	1.65187	0
Vmn1r226	0.98571	1.05978	1.23297	1.21898	1.4278	1.11749	1.10832	1.09292	1.18159	1.10363	1.31276	1.33792	1.10985	1.12333	1.38712	0.95134	1.14231	1.0838	0
Vmn1r227	1.54763	1.69397	1.64046	1.79185	1.89214	1.84791	1.53949	1.80011	1.72469	1.64619	1.73843	1.78889	1.63693	1.84172	1.69968	1.77884	1.47067	1.58812	0
Vmn1r229	1.6918	1.58466	1.5187	1.39161	1.75676	1.37304	1.50212	1.53471	1.53221	1.41411	1.59614	1.61197	1.61669	1.65421	1.29172	1.4791	1.4794	1.4601	0
Vmn1r230	1.20159	1.04062	0.99365	1.0586	1.01861	1.28429	1.15192	1.38023	1.22953	1.20899	1.17532	1.16779	1.1892	1.27176	0.97342	0.91582	0.98607	1.10125	0
Ppp2r1a	3.41048	3.39757	3.39005	3.39976	3.39857	3.40914	3.40418	3.38098	3.41618	3.38187	3.37561	3.37689	3.38901	3.37215	3.37262	3.377	3.37685	3.38715	0
Zfp160	2.53565	2.65478	2.55213	2.56639	2.52558	2.63612	2.58076	2.61342	2.56777	2.58883	2.58424	2.53917	2.49249	2.60104	2.55068	2.52699	2.55005	2.56643	0
Gm6811	2.1232	2.0806	2.03906	2.11728	1.96787	2.13435	2.14713	2.11897	2.17468	1.96883	2.12486	2.13875	2.16929	1.97614	2.17939	2.0823	2.12033	2.21868	0
Gm5092	1.97743	2.10106	2.21316	1.89205	2.01908	2.00749	2.14033	1.98728	2.0191	2.08561	2.01918	2.10537	2.01989	1.91231	2.18878	1.98514	1.97758	2.16557	0
Gm7732	1.6108	1.56004	1.68285	1.771	1.68186	1.5618	1.62575	1.61649	1.74006	1.4224	1.77931	1.60891	1.47024	1.34758	1.60639	1.62492	1.52829	1.54929	0
Gm7736	2.2763	2.33568	2.42611	2.35957	2.38454	2.30494	2.39201	2.3788	2.29915	2.44229	2.44469	2.36857	2.45527	2.46189	2.44174	2.44447	2.26024	2.34815	0
Vmn1r234	1.54323	1.7343	1.7107	1.61915	1.78883	1.53762	1.42863	1.57249	1.50507	1.70622	1.61263	1.57733	1.5395	1.54699	1.59595	1.69848	1.70191	1.59197	0
Vmn1r235	1.00511	1.30263	1.29018	0.94705	1.14992	0.98774	1.04817	1.0769	1.08131	0.85708	1.17561	1.05873	1.07853	0.96547	1.21001	0.99946	0.97819	0.96498	0
Vmn1r236	1.26638	1.11353	1.68395	1.48085	1.38398	1.31062	1.13493	1.33154	1.19623	1.42362	1.33652	1.2531	1.32121	1.0864	1.11353	1.42776	1.2896	1.16962	0
Vmn1r237	1.62734	1.40835	1.61161	1.37329	1.27504	1.45962	1.48694	1.32071	1.44167	1.41856	1.41411	1.54447	1.45008	1.32334	1.44983	1.61368	1.49088	1.49222	0
Zfp677	1.41207	1.46615	1.23473	1.41913	1.34435	1.51529	1.55695	1.19962	1.49316	1.50984	1.4503	1.24136	1.39988	1.58545	1.50103	1.17944	1.35541	1.27542	0
Zfp54	2.30546	2.47665	2.22885	2.33625	2.35851	2.5272	2.36349	2.33847	2.49433	2.41375	2.2911	2.39497	2.32433	2.55925	2.24357	2.3273	2.43458	2.4639	0
Zfp51	1.02532	1.2047	1.07256	1.11118	0.79493	0.62973	0.87983	0.78022	1.10746	0.75821	1.11677	0.80801	0.99366	0.88701	0.69135	0.8202	0.83213	0.61558	0
Zfp53	2.76262	2.68672	2.73456	2.66368	2.66904	2.76108	2.71198	2.6984	2.72608	2.70265	2.73084	2.72662	2.75181	2.76524	2.75104	2.77022	2.66658	2.68437	0
Zfp52	2.31362	2.39637	2.34738	2.38322	2.0254	2.51386	2.13393	2.39824	2.22646	2.50938	2.31475	2.29323	2.31883	2.51903	2.25386	2.38996	2.28746	2.05826	0
Zfp948	2.81925	2.9413	2.92553	2.85006	2.85958	2.84072	2.83894	2.86289	2.84328	2.85911	2.88891	2.86297	2.81946	2.8709	2.89364	2.86175	2.87105	2.79992	0
3110052M02Rik	2.62344	2.69119	2.68917	2.71886	2.81443	2.71613	2.57628	2.74611	2.61723	2.72023	2.74606	2.6724	2.73321	2.65222	2.68967	2.66807	2.68061	2.60513	0
Gm10509	1.7977	2.09003	1.82891	1.88708	1.84343	1.75301	1.51871	1.56387	1.72765	1.97104	2.01722	1.9115	1.62522	2.04369	1.34163	1.47771	2.22201	1.52778	0
Zfp760	2.93489	2.97809	2.9887	2.92769	2.91607	3.00642	2.92451	2.96933	2.90187	2.91583	2.86597	2.80388	2.93321	2.92296	2.90639	2.90566	2.89742	2.91197	0
Zfp229	2.74639	2.68114	2.72398	2.69423	2.74487	2.77787	2.66715	2.67899	2.65058	2.56973	2.67571	2.69229	2.61209	2.70529	2.63634	2.64859	2.69583	2.58115	0
Zfp943	2.60227	2.67118	2.66219	2.6288	2.5607	2.68063	2.62973	2.51768	2.59075	2.53914	2.69537	2.55509	2.50397	2.60844	2.42241	2.4803	2.49259	2.46088	0
Zfp943_dup1	1.6987	1.58402	1.67332	1.78813	1.73182	1.62743	1.7775	1.69135	1.78774	1.67813	1.58887	1.65693	1.44623	1.68634	1.5016	1.51	1.49496	1.63459	0
Zfp758	2.33751	2.40882	2.563	2.27878	2.34447	2.32174	2.29564	2.3936	2.32947	2.4013	2.41287	2.36026	2.38125	2.37485	2.0207	2.33904	2.33752	2.341	0
Zfp946	2.8375	2.84619	2.9044	2.88153	2.88369	2.87406	2.87964	2.82339	2.83378	2.70172	2.84056	2.85702	2.7151	2.79651	2.83625	2.81948	2.91919	2.84303	0
Vmn2r112	1.00167	0.81354	1.30141	1.03832	1.06138	0.83865	0.93152	0.89414	0.87986	0.84292	1.04926	0.83712	0.88512	0.98437	0.67999	0.70703	0.74038	0.97625	0
Gm9805	0.84618	0.92973	0.78448	1.02635	0.82681	0.81323	0.9811	0.76318	0.71319	0.76649	0.68398	0.86115	0.83841	0.85415	0.84075	0.96749	0.94795	0.99023	0
Vmn2r113	2.00107	1.9415	2.04534	2.13602	1.95609	2.03992	1.96837	2.24349	1.94031	2.07043	1.98176	2.26302	2.05469	1.92479	2.04752	2.1014	1.83771	1.96257	0
Vmn2r113_dup1	1.39047	1.27364	1.20685	1.41043	1.202	1.26887	1.29056	1.1672	1.17459	1.10716	1.28816	1.41031	1.31487	1.18687	1.42374	1.40359	1.42077	1.26564	0
Vmn2r-ps129	1.05774	0.91268	1.35007	1.35914	1.08432	1.1068	1.31108	1.29699	1.26833	1.11627	1.24611	1.38195	1.24265	1.34978	1.34137	1.28371	1.39061	1.06849	0
Vmn2r113_dup2	1.39047	1.27364	1.20685	1.41043	1.202	1.26887	1.29056	1.1672	1.17459	1.10716	1.28816	1.41031	1.31487	1.18687	1.42374	1.40359	1.42077	1.26564	0
Vmn2r115	1.22584	0.8287	0.94252	1.04695	1.16013	1.12389	1.08042	0.84898	1.08277	0.96287	1.08758	0.76985	0.87624	1.20609	1.37691	1.27362	1.42568	0.82168	0
Vmn2r116	1.04136	1.17968	0.96026	1.11883	0.8034	0.86033	0.9212	0.72096	0.74633	0.89187	0.86568	1.15387	1.01231	0.76204	0.93834	0.82746	0.92765	1.34799	0
6330415G19Rik	2.40049	2.5541	2.57466	2.51367	2.38452	2.56508	2.51169	2.43857	2.44139	2.44822	2.4954	2.50466	2.43095	2.51223	2.50366	2.51518	2.48734	2.4716	0
Zscan10	1.94305	1.99985	1.82447	1.94941	1.91642	1.9475	1.92516	1.96206	1.83133	1.94909	2.0306	1.9866	1.93616	1.86505	2.00864	1.98573	1.99373	2.06126	0
Ccdc64b	2.4994	2.43285	2.50437	2.5111	2.47161	2.46649	2.4575	2.47912	2.47375	2.45812	2.49717	2.50846	2.51045	2.49027	2.53256	2.51643	2.57483	2.51119	0
Hcfc1r1	2.89982	2.87593	2.93241	2.83894	2.91895	2.87248	2.85285	2.84751	2.83062	2.83368	2.88151	2.89005	2.85832	2.8399	2.87596	2.88037	2.89041	2.85931	0
Cldn6	2.23595	2.04167	2.19229	2.27888	2.21637	2.28976	2.1749	2.2391	2.37717	2.25495	2.23466	2.24145	2.29269	2.30103	2.18112	2.22632	2.27788	2.2808	0
Pkmyt1	2.48766	2.42358	2.39142	2.45274	2.31269	2.47034	2.50619	2.44696	2.5019	2.60076	2.3749	2.39926	2.57898	2.52863	2.33702	2.52488	2.26753	2.47048	0
9530082P21Rik	2.65413	2.6685	2.69528	2.67243	2.66154	2.61404	2.67593	2.69104	2.68194	2.72969	2.65013	2.66455	2.64492	2.63039	2.6789	2.57974	2.60535	2.67424	0
D930048G16Rik	2.09479	2.15981	2.09777	2.13709	2.1927	2.21043	2.19834	2.16485	2.27787	2.17857	2.18177	2.14023	2.24567	2.18837	2.12465	2.12325	2.23131	2.19867	0
Srrm2	3.3391	3.36282	3.35662	3.37244	3.33425	3.3572	3.37383	3.38273	3.35921	3.385	3.36162	3.34382	3.3638	3.36275	3.33845	3.35194	3.32903	3.33258	0
Mir5125	3.17123	3.1247	3.22832	3.14178	3.21484	3.1579	3.15773	3.10156	3.11993	3.2013	3.14406	3.13281	3.11384	3.12318	3.12631	3.2079	3.10897	3.21401	0
Prss32	2.53311	2.49512	2.53498	2.49804	2.48442	2.56118	2.52086	2.56038	2.50804	2.54965	2.56334	2.52386	2.52134	2.5056	2.59025	2.6068	2.5892	2.57355	0
Prss21	1.99261	1.97852	2.15721	2.14591	2.11535	2.09151	2.0038	2.11559	2.10079	2.03339	2.14099	2.09232	2.18089	2.05366	2.16703	2.15485	2.16511	2.11266	0
Dcpp1	2.13244	2.29172	1.99076	1.88853	2.38159	2.16285	2.3227	2.26936	2.18699	2.37967	2.15082	2.28922	2.34835	2.41509	2.34109	2.48508	2.14109	2.46149	0
Dcpp2	1.86071	1.89483	2.2189	1.87671	2.0259	1.87806	2.08406	2.03886	2.06579	1.98093	2.33841	2.10042	1.94285	1.94741	1.92217	2.31181	2.08986	2.02388	0
Dcpp3	2.49751	2.46269	2.4973	2.50112	2.58584	2.51211	2.5396	2.70587	2.39757	2.4466	2.5019	2.5218	2.52928	2.40246	2.61004	2.54747	2.50946	2.58058	0
Sbp	1.98279	1.79093	2.01485	2.05475	1.92941	1.9968	1.94614	1.93621	1.83317	1.85645	2.00586	1.88182	1.96693	1.88252	2.08139	2.0617	1.83843	1.84007	0
Prss27	2.55017	2.43487	2.53859	2.50318	2.43225	2.43466	2.56265	2.56718	2.41717	2.55232	2.55627	2.60044	2.54285	2.49634	2.54926	2.63569	2.56346	2.5775	0
BC028777	2.51038	2.31904	2.42867	2.36375	2.39901	2.38158	2.32183	2.39441	2.39731	2.26107	2.50497	2.47396	2.36882	2.29345	2.4522	2.41014	2.50219	2.45688	0
Abca3	3.38825	3.35714	3.37967	3.37542	3.38272	3.36916	3.34506	3.33286	3.315	3.31874	3.33793	3.35687	3.29799	3.30761	3.32991	3.36052	3.36345	3.38545	0
Rnps1	2.83844	2.86229	2.84456	2.84369	2.86276	2.86569	2.84818	2.82452	2.88811	2.88415	2.86418	2.87185	2.81203	2.87364	2.84973	2.841	2.80422	2.84062	0
Eci1	3.38417	3.33063	3.40601	3.3382	3.37943	3.36414	3.32808	3.33985	3.34236	3.30186	3.35946	3.36639	3.30906	3.34719	3.36775	3.3267	3.37906	3.35244	0
Pgp	3.21096	3.19795	3.12189	3.17894	3.12712	3.17835	3.15155	3.1523	3.15206	3.14462	3.17853	3.16291	3.18933	3.18987	3.21114	3.15564	3.2071	3.18204	0
9930021D14Rik	2.42154	2.33277	2.34538	2.35876	2.29023	2.34555	2.33184	2.38682	2.36986	2.30104	2.39529	2.28693	2.36802	2.36171	2.36246	2.40441	2.39189	2.36673	0
Caskin1	2.4762	2.3954	2.46505	2.39337	2.46749	2.51562	2.46275	2.49441	2.39127	2.42604	2.51209	2.50417	2.51898	2.43632	2.53678	2.46765	2.45463	2.44198	0
2610019E17Rik	2.76251	2.78805	2.73415	2.76174	2.60003	2.72572	2.77016	2.70816	2.71629	2.8661	2.77096	2.75114	2.76009	2.79987	2.73902	2.67308	2.66723	2.6705	0
Pkd1	2.84201	2.85031	2.86354	2.89175	2.8209	2.84768	2.86395	2.89156	2.88383	2.91907	2.86166	2.87165	2.8843	2.88215	2.84693	2.86138	2.84446	2.82452	0
Nthl1	2.75287	2.70898	2.77527	2.71726	2.75146	2.71854	2.60704	2.69945	2.66746	2.64259	2.70597	2.71873	2.72683	2.69885	2.79085	2.70473	2.71701	2.71805	0
Zfp598	2.9775	2.97849	2.9822	3.00106	2.98597	2.9673	2.98512	2.97168	2.97548	2.9296	3.03059	3.00747	2.95371	2.94749	3.00447	2.97851	2.98269	2.98984	0
Tbl3	2.57414	2.61841	2.602	2.63182	2.58686	2.77767	2.74388	2.52908	2.86319	2.80149	2.57952	2.62451	2.64017	2.70868	2.55172	2.57649	2.6209	2.62361	0
Rps2	2.8289	2.74715	2.7206	2.74716	2.76813	2.73531	2.7714	2.80038	2.78071	2.80236	2.80971	2.76041	2.78771	2.72543	2.83372	2.8695	2.78242	2.84187	0
Gm8842	2.96249	2.83201	2.74095	2.73514	2.81681	2.83878	2.65017	2.79069	2.96434	2.64336	2.77576	2.75251	2.68641	2.65956	2.73186	2.76495	2.76083	2.75426	0
Rpl3l	2.12344	2.12451	2.05161	2.10829	2.11399	2.09672	2.11379	2.14402	2.11004	2.09134	2.12761	2.13665	2.12455	2.0856	2.1678	2.19338	2.16371	2.14032	0
Sepx1	3.23338	3.21907	3.23714	3.22308	3.26127	3.23332	3.21368	3.24446	3.20702	3.18457	3.26214	3.24787	3.19364	3.19117	3.25433	3.2313	3.22595	3.22764	0
Hs3st6	2.62115	2.50622	2.60577	2.58136	2.62004	2.62136	2.56693	2.62307	2.54149	2.47755	2.57379	2.57403	2.53166	2.53701	2.57599	2.60063	2.60177	2.59962	0
4930528F23Rik	2.82493	2.92522	2.92549	2.88465	2.95275	2.83411	2.90807	2.94374	2.65922	2.7185	2.87917	2.87253	2.58722	2.69485	2.7834	2.72532	2.82285	2.89443	0
Hagh	3.4422	3.4467	3.45634	3.44431	3.48257	3.4199	3.44051	3.45577	3.36796	3.40649	3.45338	3.46916	3.42108	3.41039	3.46479	3.42516	3.44517	3.45407	0
Igfals	2.95649	2.87413	2.98784	2.93201	2.97895	2.92572	2.90556	2.91485	2.90212	2.86977	3.01973	3.01723	2.96969	2.95912	3.04494	2.94172	3.01972	3.01561	0
Spsb3	2.89602	2.92522	2.8581	2.90103	2.84284	2.86532	2.74799	2.7329	2.78145	2.81933	2.80671	2.75406	2.91116	2.89438	2.88568	2.8056	2.87886	2.85144	0
Mrps34	2.98918	2.95483	2.97781	3.00538	2.99176	2.99879	2.94286	2.97602	2.9822	2.95382	2.99083	2.99234	2.97404	2.9641	2.99732	2.96832	2.9894	2.97659	0
Nme3	3.14729	3.133	3.15566	3.13143	3.15721	3.12707	3.10899	3.15281	3.12675	3.05711	3.12121	3.14839	3.09853	3.09773	3.14369	3.1004	3.12661	3.08807	0
Ift140	2.63234	2.62138	2.59189	2.69654	2.59039	2.61242	2.56637	2.57097	2.60825	2.62085	2.58976	2.61999	2.5741	2.60787	2.64804	2.62596	2.59691	2.6125	0
Ptx4	1.94726	2.03511	2.03774	2.14233	2.05708	2.01151	2.05132	2.12118	1.93777	2.03833	2.11399	2.01778	2.00192	1.96384	1.88409	2.06592	2.15446	2.08149	0
Clcn7	3.01406	3.03735	3.06639	3.04154	3.0772	3.0284	3.05483	3.01207	3.05356	3.01896	3.0535	3.0288	3.00979	3.02181	2.99575	2.99842	2.99858	3.01397	0
Ccdc154	2.17818	2.10495	2.17948	2.23911	2.1991	2.13516	2.18023	2.29368	2.16266	2.21947	2.22703	2.25621	2.15	2.18462	2.20043	2.21184	2.24732	2.29031	0
BC003965	2.94442	2.94255	2.94147	2.97683	2.92365	2.93233	2.90659	2.97943	2.9092	2.88729	2.9382	2.94542	2.94676	2.94201	2.94829	2.93336	2.93113	2.93101	0
Unkl	2.7773	2.79233	2.7862	2.78793	2.79643	2.8126	2.75493	2.74632	2.78581	2.7459	2.70658	2.73545	2.77094	2.79437	2.7791	2.78936	2.74463	2.81235	0
0610007P22Rik	2.68938	2.65182	2.61476	2.67412	2.70733	2.63644	2.64338	2.66759	2.71487	2.61871	2.64836	2.65226	2.62925	2.63366	2.58715	2.55778	2.67437	2.66333	0
Gm17801	1.97756	1.88035	1.9441	2.00103	1.92685	1.84859	1.73625	1.93247	1.93536	2.0448	1.8492	1.89555	1.64479	1.81465	2.01952	1.98742	1.76742	1.9254	0
Prss34	2.11109	2.0285	2.06202	2.00151	1.98435	1.95327	2.012	2.07884	2.08665	1.96439	2.13401	2.06698	2.02853	1.97566	2.14083	2.13842	2.07969	2.0807	0
Prss28	2.0486	2.01949	2.11286	1.95164	2.10319	2.00321	2.11401	2.02377	2.02728	2.01949	1.94282	2.11487	2.00542	1.88407	2.18046	2.12376	1.9126	2.03314	0
Prss29	2.26455	2.23935	2.30646	2.33356	2.24689	2.23639	2.09627	2.32678	2.17908	2.24745	2.28174	2.24266	2.28108	2.27773	2.34799	2.34514	2.29752	2.2669	0
Tpsb2	2.05611	1.92765	1.97106	1.92009	1.79401	1.86786	1.86122	1.87783	2.00305	1.82066	1.94765	2.06005	1.90557	1.86328	2.02011	2.07863	2.02467	2.06188	0
Tpsg1	2.289	2.15843	2.07927	2.12505	2.23265	2.19858	2.23519	2.35452	2.13183	2.13056	2.26338	2.2376	2.1888	2.10868	2.23455	2.26181	2.22609	2.23697	0
Tekt4	2.16064	1.97801	2.00474	2.04702	1.97799	2.02327	2.07289	2.02845	2.16201	1.93472	2.01974	2.16918	2.14396	2.0278	2.07602	2.11288	2.12218	2.09862	0
2810468N07Rik	2.22726	2.17509	2.25635	2.40646	2.27155	2.21258	2.16991	2.26285	2.21981	2.22215	2.28562	2.29666	2.24349	2.28636	2.18111	2.01841	2.36619	2.32894	0
Lmf1	3.29392	3.25613	3.30714	3.25434	3.29583	3.28069	3.28525	3.24224	3.27391	3.22844	3.26799	3.27988	3.2727	3.24024	3.29884	3.24876	3.27717	3.30151	0
Chtf18	2.49246	2.39506	2.49057	2.52809	2.47918	2.44377	2.45444	2.38924	2.4119	2.45986	2.52259	2.48802	2.47522	2.46015	2.52978	2.46953	2.52535	2.50034	0
Rpusd1	2.60675	2.62894	2.61155	2.62904	2.64243	2.6285	2.61452	2.55547	2.69583	2.64398	2.64415	2.49365	2.68441	2.65645	2.60355	2.61244	2.57426	2.62737	0
Mslnl	2.32034	2.36528	2.3172	2.3122	2.37591	2.19886	2.30021	2.3558	2.31449	2.29806	2.38076	2.43644	2.29417	2.18522	2.37327	2.36616	2.33982	2.30538	0
Narfl	2.98981	2.97926	2.98132	2.99357	2.97621	2.96323	2.95236	2.98773	2.98125	2.94862	2.98838	3.0047	2.95155	2.96132	2.95686	2.95493	2.96967	2.98968	0
Ccdc78	2.40535	2.36552	2.39632	2.42276	2.3869	2.3704	2.43571	2.45064	2.32258	2.38534	2.42666	2.50872	2.40297	2.42219	2.44377	2.4946	2.48819	2.39772	0
Metrn	2.46758	2.45162	2.50093	2.52666	2.39707	2.42885	2.40349	2.55785	2.3877	2.41034	2.45674	2.43449	2.476	2.36546	2.50933	2.44443	2.40739	2.48648	0
Fbxl16	2.3059	2.18296	2.18136	2.28274	2.1848	2.17177	2.25136	2.05633	2.19774	2.2455	2.27308	2.21001	2.25917	2.31148	2.22818	2.21794	2.29805	2.28526	0
Wdr24	2.74869	2.72828	2.80341	2.73558	2.79817	2.75664	2.7697	2.76428	2.74747	2.71301	2.70748	2.7525	2.69909	2.71721	2.64581	2.70499	2.71541	2.76584	0
Jmjd8	3.43084	3.42531	3.43782	3.40912	3.44513	3.42209	3.43122	3.38389	3.42056	3.41004	3.41834	3.42608	3.43547	3.41156	3.42753	3.41036	3.42124	3.42564	0
0610011F06Rik	3.29435	3.23241	3.2971	3.2296	3.30161	3.20959	3.20559	3.23445	3.20507	3.15236	3.28493	3.29262	3.20234	3.1983	3.2712	3.25351	3.29301	3.28826	0
Pigq	2.67609	2.65512	2.64707	2.69199	2.53167	2.64728	2.64818	2.60274	2.69595	2.67391	2.66087	2.67466	2.67539	2.60842	2.72291	2.60949	2.69562	2.69458	0
Pigq_dup1	2.33311	2.23312	2.30382	2.37189	2.29225	2.32873	2.20559	2.31189	2.31945	2.24856	2.34381	2.12744	2.21885	2.23248	2.2895	2.26098	2.25906	2.37213	0
Solh	2.37007	2.37768	2.41572	2.35142	2.33814	2.41138	2.34948	2.32255	2.25087	2.32843	2.35898	2.36934	2.3467	2.31883	2.34124	2.41613	2.38241	2.36033	0
1700022N22Rik	2.44453	2.48477	2.54436	2.43653	2.44248	2.46802	2.45682	2.4955	2.29806	2.26185	2.51362	2.35217	2.31569	2.38957	2.46167	2.48476	2.45201	2.48111	0
Tmem8	3.13395	3.07201	3.11143	3.09523	3.09884	3.30815	3.30267	3.02369	3.36742	3.3219	3.09668	3.08178	3.33639	3.31843	3.09492	3.04808	3.07255	3.07761	0
Mrpl28	2.99786	2.95918	3.00554	2.93113	3.00464	2.96032	2.91407	2.94434	2.95426	2.89429	2.95714	2.98354	2.96346	2.93116	2.93016	2.94812	2.99489	2.96384	0
Axin1	2.93849	2.97136	3.00226	2.97044	2.93601	2.96339	2.95315	2.93937	2.94849	2.91242	2.95157	2.9197	2.9286	2.95575	2.91666	2.96905	2.92597	2.9296	0
Rgs11	2.52468	2.45595	2.42583	2.45444	2.4498	2.41721	2.48293	2.50918	2.5034	2.49012	2.48181	2.50395	2.52552	2.42712	2.48585	2.51503	2.4924	2.46707	0
Luc7l	2.88403	2.88382	2.85197	2.89152	2.86245	2.8634	2.87425	2.94707	2.87244	2.88089	2.89141	2.88282	2.84618	2.89022	2.88379	2.81538	2.83777	2.85703	0
Neurl1b	2.53101	2.51993	2.40767	2.50861	2.46503	2.57564	2.5285	2.51217	2.51462	2.60109	2.40921	2.43683	2.50809	2.52696	2.48003	2.62423	2.47326	2.52815	0
Gm8225	2.47981	2.47947	2.47259	2.55653	2.47212	2.45895	2.52981	2.68127	2.33793	2.62319	2.50989	2.53887	2.60217	2.5805	2.54755	2.58099	2.49804	2.53832	0
Ergic1	3.41291	3.3709	3.39124	3.35567	3.391	3.37405	3.35491	3.32815	3.35968	3.31065	3.35106	3.34751	3.37447	3.36439	3.36738	3.36517	3.38865	3.38092	0
Atp6v0e	3.22666	3.26554	3.25322	3.27086	3.19984	3.26384	3.26185	3.26062	3.28546	3.30153	3.23538	3.21435	3.29658	3.31087	3.25036	3.26681	3.24519	3.22147	0
A930001N09Rik	2.92568	2.87461	3.05439	2.90468	3.05177	2.89865	2.8717	2.95556	2.89214	2.85319	2.92866	2.95095	2.83575	2.87191	2.96327	2.97239	2.94284	2.97707	0
Bnip1	3.15861	3.12912	3.16745	3.14567	3.15313	3.1458	3.11465	3.12904	3.10661	3.05857	3.12949	3.11696	3.05639	3.09941	3.1096	3.0873	3.11016	3.09682	0
Kifc5b	2.50575	2.49154	2.28003	2.31888	2.5109	2.56116	2.48622	2.46016	2.51757	2.50829	2.37929	2.59817	2.45104	2.46371	2.51304	2.55285	2.56627	2.54921	0
Phf1	2.7825	2.8496	2.90686	2.82348	2.83069	2.76901	2.81397	2.88217	2.84307	2.79686	2.81362	2.80118	2.78098	2.76347	2.81182	2.85128	2.76528	2.85378	0
